run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,batch_num_graphs,batch_num_nodes,batch_num_edges
1,PNA,1,1,1775704680.5249922,115.778527,58.147432,52.126912,4.055937,0.8189471960067749,512,7100,14732
1,PNA,1,2,1775704680.6483443,104.999967,56.14533,41.695347,3.810713,0.808512806892395,512,7100,14654
1,PNA,1,3,1775704680.768891,110.481978,64.966807,38.910111,3.879265,0.780479371547699,512,7029,14590
1,PNA,1,4,1775704680.875768,106.027534,57.37547,41.643287,3.799283,0.7694123387336731,512,7134,14792
1,PNA,1,5,1775704681.00281,113.621061,64.734253,39.46937,5.668605,0.8343372941017151,512,7076,14646
1,PNA,1,6,1775704681.1212611,107.430308,58.955216,38.956922,5.566003,0.7880776524543762,512,7079,14612
1,PNA,1,7,1775704681.2409556,107.105623,59.245801,38.82416,4.890422,0.7668964266777039,512,7025,14544
1,PNA,1,8,1775704681.3641646,110.320286,61.001561,38.975172,5.702874,0.7911007404327393,512,7036,14554
1,PNA,1,9,1775704681.480984,107.177843,59.74475,39.302657,3.977246,0.8454445600509644,512,7187,14904
1,PNA,1,10,1775704681.6035335,113.265325,64.074442,39.226657,5.684655,0.8271239399909973,512,7184,14926
1,PNA,1,11,1775704681.7214923,107.659681,60.098996,39.095864,4.330283,0.7978177070617676,512,7146,14840
1,PNA,1,12,1775704681.844933,111.078228,61.829074,39.42473,5.684725,0.773690402507782,512,7104,14686
1,PNA,1,13,1775704681.9665189,104.669262,55.578529,39.582752,5.3408,0.836564302444458,512,7131,14730
1,PNA,1,14,1775704682.1107538,132.863183,82.031613,40.501327,6.151174,0.7340356111526489,512,7206,14922
1,PNA,1,15,1775704682.3916588,119.869465,66.700046,42.793446,6.456848,0.8142267465591431,512,7076,14634
1,PNA,1,16,1775704682.5090578,102.071518,55.877005,39.283787,3.58721,0.8098223209381104,512,7078,14680
1,PNA,1,17,1775704682.609268,94.945099,49.787503,38.744959,3.604501,0.7801916599273682,512,7088,14622
1,PNA,1,18,1775704682.7150629,99.283281,53.354583,39.016422,3.580881,0.7621403932571411,512,6988,14428
1,PNA,1,19,1775704682.8205376,99.078077,53.330742,38.763449,3.644741,0.7932593822479248,512,7078,14636
1,PNA,1,20,1775704682.9206016,95.093721,50.391843,38.704668,3.62534,0.8094452023506165,272,3796,7868
1,PNA,2,21,1775704683.3159966,119.726573,62.256881,51.786176,4.203221,0.8363317251205444,512,7051,14588
1,PNA,2,22,1775704683.430962,106.677215,55.163292,42.376249,5.831407,0.8006932735443115,512,7121,14754
1,PNA,2,23,1775704683.545327,103.170136,57.001843,38.945521,3.878205,0.8025130033493042,512,7067,14678
1,PNA,2,24,1775704683.6642227,113.199354,64.419048,42.047903,3.629131,0.8406424522399902,512,7151,14768
1,PNA,2,25,1775704683.770006,100.523092,54.99442,38.569675,3.790993,0.843221127986908,512,6985,14402
1,PNA,2,26,1775704683.8893232,113.57341,62.155289,44.520054,3.658322,0.794222891330719,512,7071,14600
1,PNA,2,27,1775704683.995459,100.845647,55.202594,38.673037,3.769913,0.7999227046966553,512,7028,14530
1,PNA,2,28,1775704684.1129403,111.535686,62.053459,42.531381,3.671982,0.7718240022659302,512,7039,14608
1,PNA,2,29,1775704684.2204344,100.666644,54.806507,38.879351,3.773633,0.7986912131309509,512,7128,14736
1,PNA,2,30,1775704684.3377464,111.705429,62.399924,42.316737,3.676751,0.7900485992431641,512,7150,14828
1,PNA,2,31,1775704684.444384,100.870328,55.128453,38.707017,3.833183,0.7950597405433655,512,7149,14800
1,PNA,2,32,1775704684.5623531,111.355203,61.771094,42.396319,3.786093,0.7752043008804321,512,7148,14866
1,PNA,2,33,1775704684.6726298,104.653461,58.826645,38.813639,3.823564,0.7799968719482422,512,7045,14578
1,PNA,2,34,1775704684.7823997,101.669711,57.37991,39.062753,3.101063,0.7341527938842773,512,7152,14814
1,PNA,2,35,1775704685.0390475,119.55388,65.426745,46.859654,4.456595,0.8382748365402222,512,7124,14740
1,PNA,2,36,1775704685.1814585,115.735137,63.041355,46.225794,3.896585,0.7993857264518738,512,7025,14562
1,PNA,2,37,1775704685.2804348,93.937382,50.682328,38.32075,2.961799,0.8048040270805359,512,7099,14688
1,PNA,2,38,1775704685.3830183,94.143715,50.748609,38.514885,2.97289,0.7525316476821899,512,7173,14802
1,PNA,2,39,1775704685.475031,91.631013,47.976933,38.446233,3.0004,0.7759273052215576,512,7147,14828
1,PNA,2,40,1775704685.5712512,90.784189,50.503434,35.86518,2.9561,0.8001351356506348,272,3788,7830
1,PNA,3,41,1775704685.9584541,113.640801,61.437778,45.621933,5.120266,0.8385301828384399,512,7097,14696
1,PNA,3,42,1775704686.0686445,102.705318,57.95038,39.221685,3.094872,0.7684777975082397,512,7173,14922
1,PNA,3,43,1775704686.188231,109.295039,64.750193,39.39241,3.196153,0.8005692958831787,512,7169,14898
1,PNA,3,44,1775704686.2995758,110.603231,54.658565,50.79646,2.98719,0.7545878291130066,512,7045,14510
1,PNA,3,45,1775704686.415529,99.763609,55.048841,39.498512,2.9474,0.7737029790878296,512,7068,14658
1,PNA,3,46,1775704686.5235763,107.214704,63.527323,38.21411,3.00459,0.8360933661460876,512,7146,14792
1,PNA,3,47,1775704686.6283045,99.615607,54.97387,39.252006,3.095472,0.7927859425544739,512,7160,14820
1,PNA,3,48,1775704686.7566326,122.814294,65.690689,50.673268,3.997016,0.820920467376709,512,7155,14820
1,PNA,3,49,1775704687.040092,104.061011,58.858555,39.45159,3.066632,0.7700988054275513,512,7083,14642
1,PNA,3,50,1775704687.1609805,115.397531,70.259136,39.653463,3.139303,0.8053137063980103,512,7102,14712
1,PNA,3,51,1775704687.2883565,119.278186,66.9812,43.908604,5.187407,0.8238860368728638,512,7091,14678
1,PNA,3,52,1775704687.4023,105.538936,59.892963,39.334438,3.034701,0.7941946983337402,512,7053,14578
1,PNA,3,53,1775704687.524009,114.999184,65.700449,41.758499,4.893391,0.7878058552742004,512,7000,14464
1,PNA,3,54,1775704687.6423101,109.3935,61.950857,39.726304,4.337443,0.8178673982620239,512,7101,14686
1,PNA,3,55,1775704687.7580452,108.531585,63.078315,39.697484,3.180874,0.7495160102844238,512,7041,14558
1,PNA,3,56,1775704687.8807893,115.211898,67.897136,42.003402,2.97988,0.7932438850402832,512,7118,14716
1,PNA,3,57,1775704687.9779902,92.153131,48.792887,38.543594,2.930309,0.772905170917511,512,7116,14714
1,PNA,3,58,1775704688.0756433,92.034359,48.761905,38.408602,2.957209,0.8118007183074951,512,7093,14692
1,PNA,3,59,1775704688.1723297,91.881027,48.802536,38.220859,2.97604,0.805730402469635,512,7035,14578
1,PNA,3,60,1775704688.2657895,88.692903,48.468681,35.774918,2.909539,0.8226884603500366,272,3795,7866
1,PNA,4,61,1775704688.6460607,117.442684,62.811421,48.175186,4.977773,0.7522811889648438,512,7165,14862
1,PNA,4,62,1775704688.7546272,101.279054,54.806206,39.033893,3.130133,0.7940279245376587,512,7096,14630
1,PNA,4,63,1775704688.874177,109.636104,64.938337,39.50141,3.197834,0.7704397439956665,512,7181,14874
1,PNA,4,64,1775704688.9961245,121.143268,60.629154,52.801704,4.874072,0.7985777854919434,512,7097,14628
1,PNA,4,65,1775704689.4105177,100.239197,55.844334,39.156985,3.090252,0.8010769486427307,512,7038,14560
1,PNA,4,66,1775704689.5240152,112.662465,67.822854,39.379579,3.114433,0.7744032740592957,512,7081,14684
1,PNA,4,67,1775704689.6481967,118.376981,68.615098,42.062074,5.057185,0.782768189907074,512,7112,14786
1,PNA,4,68,1775704689.7635024,106.549203,60.123126,40.124201,3.086271,0.8249368667602539,512,7126,14830
1,PNA,4,69,1775704689.8819156,111.816271,65.71757,39.341358,4.124469,0.7543476223945618,512,7105,14666
1,PNA,4,70,1775704689.9995422,110.54372,65.289962,39.000802,3.57702,0.8092355728149414,512,7046,14552
1,PNA,4,71,1775704690.115652,109.067874,64.062112,39.184986,3.214754,0.8138716220855713,512,7081,14668
1,PNA,4,72,1775704690.2349105,112.199078,65.135229,39.702244,4.676579,0.8005362749099731,512,7161,14820
1,PNA,4,73,1775704690.3520925,108.820861,62.086139,39.495311,3.60286,0.8459797501564026,512,7181,14882
1,PNA,4,74,1775704690.4690437,110.00033,64.396338,39.935687,3.098612,0.8519748449325562,512,7125,14766
1,PNA,4,75,1775704690.5878317,111.697349,64.246025,40.02121,4.78246,0.8332417011260986,512,7101,14734
1,PNA,4,76,1775704690.708245,112.839898,64.604001,42.927488,2.97007,0.7579848766326904,512,7043,14548
1,PNA,4,77,1775704690.8057866,92.371765,49.210614,38.346031,2.93485,0.771756649017334,512,7074,14620
1,PNA,4,78,1775704690.9033167,91.795996,48.675864,38.26866,2.952699,0.8025019764900208,512,6991,14468
1,PNA,4,79,1775704691.0005023,91.823957,48.725805,38.22196,2.96582,0.7834843397140503,512,7092,14704
1,PNA,4,80,1775704691.0942047,88.925798,48.466911,36.095244,2.878229,0.8066157102584839,272,3745,7718
1,PNA,5,81,1775704691.4723845,100.138845,56.995444,38.463494,3.278195,0.8114714622497559,512,6965,14398
1,PNA,5,82,1775704691.5748897,93.403463,50.145939,38.391222,2.938149,0.7858977913856506,512,7013,14482
1,PNA,5,83,1775704691.6722372,92.222583,48.701205,38.553955,3.062332,0.7414569854736328,512,7129,14820
1,PNA,5,84,1775704692.035292,114.836272,70.651242,38.590376,3.02216,0.7728807926177979,512,7097,14746
1,PNA,5,85,1775704692.1458123,103.37602,59.699369,38.278411,2.956679,0.8131173253059387,512,7045,14540
1,PNA,5,86,1775704692.250848,100.102485,53.76145,40.948525,3.081342,0.7793481349945068,512,7063,14556
1,PNA,5,87,1775704692.3657098,105.021677,61.457638,38.579316,3.0144,0.7802717685699463,512,7129,14810
1,PNA,5,88,1775704692.4664881,98.725212,53.75541,39.866827,3.089751,0.7866759300231934,512,7115,14668
1,PNA,5,89,1775704692.5831118,110.893465,65.803171,39.667233,2.97424,0.799353837966919,512,7073,14698
1,PNA,5,90,1775704692.708378,119.678692,67.342986,44.555986,5.047935,0.8344590067863464,512,7144,14770
1,PNA,5,91,1775704692.8209794,103.831837,57.632134,39.836147,3.095211,0.770041286945343,512,7152,14788
1,PNA,5,92,1775704692.9404657,113.087242,65.625568,40.04165,4.77019,0.7918031215667725,512,7146,14804
1,PNA,5,93,1775704693.0552769,107.652031,62.226071,40.003889,3.052401,0.8474646806716919,512,7145,14786
1,PNA,5,94,1775704693.1738534,111.81207,64.745513,39.852248,4.541385,0.8109768629074097,512,7065,14664
1,PNA,5,95,1775704693.2889433,108.265331,62.72786,40.03509,3.108912,0.8250609040260315,512,7158,14836
1,PNA,5,96,1775704693.4099274,113.875605,67.345506,41.21489,2.95704,0.7815207242965698,512,7144,14808
1,PNA,5,97,1775704693.5074825,92.366146,49.306855,38.160569,2.937819,0.7660967707633972,512,7030,14510
1,PNA,5,98,1775704693.605708,91.932448,48.772186,38.176039,2.967179,0.8035291433334351,512,7039,14588
1,PNA,5,99,1775704693.7029617,92.185282,48.721215,38.593536,3.00268,0.7911275029182434,512,7225,14960
1,PNA,5,100,1775704693.7971756,89.292723,48.508742,36.350819,2.913058,0.8590748906135559,272,3764,7768
1,PNA,6,101,1775704694.1757476,111.19662,61.812634,43.835803,4.059048,0.7638407349586487,512,7135,14734
1,PNA,6,102,1775704694.528622,109.207067,64.498599,39.334177,3.051272,0.8063643574714661,512,7108,14758
1,PNA,6,103,1775704694.6523888,110.652211,61.282755,42.208537,3.777823,0.8131927251815796,512,7067,14582
1,PNA,6,104,1775704694.75786,103.837708,54.580564,42.4927,3.772504,0.8436819911003113,512,6977,14408
1,PNA,6,105,1775704694.8793063,109.542053,60.100115,42.45462,3.6048,0.8197084665298462,512,7113,14716
1,PNA,6,106,1775704694.9821777,100.757196,54.986459,39.041083,3.776964,0.7925596237182617,512,7130,14758
1,PNA,6,107,1775704695.1013708,113.051422,61.838585,44.20347,3.63732,0.7607944011688232,512,7103,14702
1,PNA,6,108,1775704695.2073836,100.611284,54.894268,38.742078,3.762303,0.7736344933509827,512,7165,14792
1,PNA,6,109,1775704695.3249555,111.697719,62.20569,42.526982,3.451338,0.7343253493309021,512,7105,14726
1,PNA,6,110,1775704695.4315975,100.756256,54.851778,38.960232,3.735993,0.8361794948577881,512,7138,14798
1,PNA,6,111,1775704695.5498474,112.154606,62.054158,43.033851,3.698361,0.7989658117294312,512,7113,14764
1,PNA,6,112,1775704695.6570618,100.722015,54.876488,38.870501,3.761673,0.772786021232605,512,7140,14796
1,PNA,6,113,1775704695.7744482,111.270542,62.134269,42.146006,3.657391,0.8123842477798462,512,7037,14588
1,PNA,6,114,1775704695.8802598,100.633664,54.550393,39.117774,3.752513,0.7880252599716187,512,7192,14886
1,PNA,6,115,1775704695.9973297,111.406624,62.74566,42.165676,3.685321,0.7825376987457275,512,7089,14654
1,PNA,6,116,1775704696.1024358,99.838201,54.645905,38.533464,3.602701,0.7926293611526489,512,7056,14648
1,PNA,6,117,1775704696.2014782,94.013663,48.863517,38.783249,3.612181,0.8206070065498352,512,7004,14468
1,PNA,6,118,1775704696.3018672,95.093201,50.157419,38.587606,3.60888,0.7753342986106873,512,7077,14664
1,PNA,6,119,1775704696.4028573,95.223673,49.662621,39.134734,3.671212,0.8255901336669922,512,7055,14594
1,PNA,6,120,1775704696.502162,94.130915,49.507658,38.661287,3.59833,0.8155442476272583,272,3837,7964
1,PNA,7,121,1775704697.1525302,120.016018,61.145983,52.986737,4.396413,0.8293493986129761,512,7128,14754
1,PNA,7,122,1775704697.2689748,110.144143,54.272198,49.147102,3.801834,0.7378353476524353,512,7166,14816
1,PNA,7,123,1775704697.3879242,108.462175,58.650371,42.639964,3.824974,0.7717710733413696,512,7090,14714
1,PNA,7,124,1775704697.4976165,101.987926,55.284495,38.942851,3.773114,0.8008359670639038,512,7114,14728
1,PNA,7,125,1775704697.6150172,110.785934,61.57714,42.212247,3.657221,0.8162544965744019,512,7148,14788
1,PNA,7,126,1775704697.7204378,100.206757,54.599084,38.616486,3.766703,0.7728407382965088,512,6986,14448
1,PNA,7,127,1775704697.8375707,111.231441,62.502315,42.196956,3.656532,0.7611824870109558,512,6993,14512
1,PNA,7,128,1775704697.943491,100.812216,54.769196,39.039243,3.792163,0.8037469387054443,512,7176,14842
1,PNA,7,129,1775704698.0625389,113.266785,63.083195,43.07722,3.708973,0.8019163012504578,512,7104,14698
1,PNA,7,130,1775704698.1685648,100.928079,55.048211,38.89406,3.771823,0.7548568248748779,512,7060,14628
1,PNA,7,131,1775704698.2868094,112.222237,61.815714,43.371485,3.707532,0.8086870908737183,512,7174,14872
1,PNA,7,132,1775704698.3936453,100.590754,54.789867,38.756848,3.791373,0.8006497621536255,512,7148,14744
1,PNA,7,133,1775704698.5106053,111.18112,62.011407,42.185626,3.646431,0.7812008857727051,512,7127,14688
1,PNA,7,134,1775704698.6168938,100.270768,54.32434,38.915151,3.791023,0.803064227104187,512,7095,14714
1,PNA,7,135,1775704698.735428,112.790087,63.460381,42.701274,3.666231,0.7947615385055542,512,7062,14598
1,PNA,7,136,1775704699.0590932,316.09793,269.368658,39.191795,3.626301,0.8335742950439453,512,7071,14602
1,PNA,7,137,1775704699.1598322,94.906658,49.989266,38.576456,3.59407,0.8079268336296082,512,7135,14816
1,PNA,7,138,1775704699.2602146,94.723425,49.56295,38.781729,3.62985,0.8345156908035278,512,7002,14498
1,PNA,7,139,1775704699.360347,95.240384,50.061608,38.839789,3.59824,0.8052895069122314,512,7114,14788
1,PNA,7,140,1775704699.4594612,93.982192,49.477028,38.415102,3.602211,0.7978178858757019,272,3748,7752
1,PNA,8,141,1775704699.8672762,102.2575,58.383717,39.145905,3.326115,0.8162463307380676,512,7122,14756
1,PNA,8,142,1775704699.9804275,104.393366,55.5966,42.186996,3.807404,0.7960261702537537,512,7045,14566
1,PNA,8,143,1775704700.0962079,110.073881,64.423378,39.089434,3.781403,0.8513598442077637,512,7153,14842
1,PNA,8,144,1775704700.21251,110.58605,60.520172,43.6205,3.664862,0.7580139636993408,512,7110,14672
1,PNA,8,145,1775704700.3251016,101.365216,54.736236,39.658073,3.779823,0.7947813272476196,512,7067,14678
1,PNA,8,146,1775704700.4374356,111.396173,62.13342,42.803036,3.62061,0.7827287912368774,512,7082,14658
1,PNA,8,147,1775704700.5440743,100.173356,54.554104,38.654546,3.775522,0.7502957582473755,512,7138,14792
1,PNA,8,148,1775704700.660896,111.17254,61.225224,43.04977,3.669712,0.7722241878509521,512,7072,14662
1,PNA,8,149,1775704700.767246,100.762405,54.833797,38.953643,3.766272,0.7719448804855347,512,7098,14676
1,PNA,8,150,1775704700.8835661,110.513188,60.451371,43.02941,3.636681,0.781444251537323,512,7030,14548
